"","GEO.Region","Operating.Airline"
"6732","Asia","United Airlines - Pre 07/01/2013"
"6733","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6734","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6735","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6736","Canada","United Airlines - Pre 07/01/2013"
"6737","Canada","United Airlines - Pre 07/01/2013"
"6738","Canada","United Airlines - Pre 07/01/2013"
"6739","Europe","United Airlines - Pre 07/01/2013"
"6740","Europe","United Airlines - Pre 07/01/2013"
"6741","Europe","United Airlines - Pre 07/01/2013"
"6742","Mexico","United Airlines - Pre 07/01/2013"
"6743","Mexico","United Airlines - Pre 07/01/2013"
"6744","Mexico","United Airlines - Pre 07/01/2013"
"6745","US","Virgin America"
"6746","US","Virgin America"
"6747","Europe","Virgin Atlantic"
"6748","Europe","Virgin Atlantic"
"6749","Mexico","Aeromexico"
"6750","Mexico","Aeromexico"
"6751","Europe","Air Berlin"
"6752","Europe","Air Berlin"
"6753","Canada","Air Canada "
"6754","Canada","Air Canada "
"6755","Asia","Air China"
"6756","Asia","Air China"
"6757","Europe","Air France"
"6758","Europe","Air France"
"6759","Australia / Oceania","Air New Zealand"
"6760","Australia / Oceania","Air New Zealand"
"6761","US","AirTran Airways"
"6762","US","AirTran Airways"
"6763","US","Alaska Airlines"
"6764","US","Alaska Airlines"
"6765","Mexico","Alaska Airlines"
"6766","Mexico","Alaska Airlines"
"6767","Asia","All Nippon Airways"
"6768","Asia","All Nippon Airways"
"6769","US","American Airlines"
"6770","US","American Airlines"
"6771","Asia","Asiana Airlines"
"6772","Asia","Asiana Airlines"
"6773","Europe","British Airways"
"6774","Europe","British Airways"
"6775","Asia","Cathay Pacific"
"6776","Asia","Cathay Pacific"
"6777","Asia","China Airlines"
"6778","Asia","China Airlines"
"6779","US","Delta Air Lines"
"6780","US","Delta Air Lines"
"6781","Asia","Delta Air Lines"
"6782","Asia","Delta Air Lines"
"6783","Asia","EVA Airways"
"6784","Asia","EVA Airways"
"6785","Middle East","Emirates "
"6786","Middle East","Emirates "
"6787","US","Frontier Airlines"
"6788","US","Frontier Airlines"
"6789","US","Hawaiian Airlines"
"6790","US","Hawaiian Airlines"
"6791","US","Horizon Air "
"6792","US","Horizon Air "
"6793","Asia","Japan Airlines"
"6794","Asia","Japan Airlines"
"6795","US","JetBlue Airways "
"6796","US","JetBlue Airways "
"6797","Europe","KLM Royal Dutch Airlines"
"6798","Europe","KLM Royal Dutch Airlines"
"6799","Asia","Korean Air Lines"
"6800","Asia","Korean Air Lines"
"6801","Europe","Lufthansa German Airlines"
"6802","Europe","Lufthansa German Airlines"
"6803","US","Mesa Airlines"
"6804","US","Mesa Airlines"
"6805","US","Mesaba Airlines"
"6806","US","Mesaba Airlines"
"6807","Mexico","Mexicana Airlines"
"6808","Mexico","Mexicana Airlines"
"6809","Asia","Philippine Airlines"
"6810","Asia","Philippine Airlines"
"6811","Australia / Oceania","Qantas Airways"
"6812","Australia / Oceania","Qantas Airways"
"6813","US","Republic Airlines"
"6814","US","Republic Airlines"
"6815","US","Servisair"
"6816","US","Servisair"
"6817","Asia","Singapore Airlines"
"6818","Asia","Singapore Airlines"
"6819","US","SkyWest Airlines"
"6820","US","SkyWest Airlines"
"6821","US","SkyWest Airlines"
"6822","US","SkyWest Airlines"
"6823","Canada","SkyWest Airlines"
"6824","Canada","SkyWest Airlines"
"6825","Canada","SkyWest Airlines"
"6826","US","Southwest Airlines"
"6827","US","Southwest Airlines"
"6828","US","Southwest Airlines"
"6829","US","Sun Country Airlines"
"6830","US","Sun Country Airlines"
"6831","Central America","TACA"
"6832","Central America","TACA"
"6833","US","US Airways"
"6834","US","US Airways"
"6835","US","United Airlines"
"6836","US","United Airlines"
"6837","US","United Airlines - Pre 07/01/2013"
"6838","US","United Airlines - Pre 07/01/2013"
"6839","US","United Airlines - Pre 07/01/2013"
"6840","US","United Airlines - Pre 07/01/2013"
"6841","US","United Airlines - Pre 07/01/2013"
"6842","US","United Airlines - Pre 07/01/2013"
"6843","US","United Airlines - Pre 07/01/2013"
"6844","US","United Airlines - Pre 07/01/2013"
"6845","Asia","United Airlines - Pre 07/01/2013"
"6846","Asia","United Airlines - Pre 07/01/2013"
"6847","Asia","United Airlines - Pre 07/01/2013"
"6848","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6849","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6850","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6851","Canada","United Airlines - Pre 07/01/2013"
"6852","Canada","United Airlines - Pre 07/01/2013"
"6853","Canada","United Airlines - Pre 07/01/2013"
"6854","Europe","United Airlines - Pre 07/01/2013"
"6855","Europe","United Airlines - Pre 07/01/2013"
"6856","Europe","United Airlines - Pre 07/01/2013"
"6857","Mexico","United Airlines - Pre 07/01/2013"
"6858","Mexico","United Airlines - Pre 07/01/2013"
"6859","Mexico","United Airlines - Pre 07/01/2013"
"6860","US","Virgin America"
"6861","US","Virgin America"
"6862","Europe","Virgin Atlantic"
"6863","Europe","Virgin Atlantic"
"6864","Canada","WestJet Airlines"
"6865","Canada","WestJet Airlines"
"6866","Mexico","Aeromexico"
"6867","Mexico","Aeromexico"
"6868","Europe","Air Berlin"
"6869","Europe","Air Berlin"
"6870","Canada","Air Canada "
"6871","Canada","Air Canada "
"6872","Asia","Air China"
"6873","Asia","Air China"
"6874","Europe","Air France"
"6875","Europe","Air France"
"6876","Australia / Oceania","Air New Zealand"
"6877","Australia / Oceania","Air New Zealand"
"6878","US","AirTran Airways"
"6879","US","AirTran Airways"
"6880","US","Alaska Airlines"
"6881","US","Alaska Airlines"
"6882","Mexico","Alaska Airlines"
"6883","Mexico","Alaska Airlines"
"6884","Asia","All Nippon Airways"
"6885","Asia","All Nippon Airways"
"6886","US","American Airlines"
"6887","US","American Airlines"
"6888","Asia","Asiana Airlines"
"6889","Asia","Asiana Airlines"
"6890","Europe","British Airways"
"6891","Europe","British Airways"
"6892","Asia","Cathay Pacific"
"6893","Asia","Cathay Pacific"
"6894","Asia","China Airlines"
"6895","Asia","China Airlines"
"6896","US","Delta Air Lines"
"6897","US","Delta Air Lines"
"6898","Asia","Delta Air Lines"
"6899","Asia","Delta Air Lines"
"6900","Asia","EVA Airways"
"6901","Asia","EVA Airways"
"6902","Middle East","Emirates "
"6903","Middle East","Emirates "
"6904","US","Frontier Airlines"
"6905","US","Frontier Airlines"
"6906","US","Hawaiian Airlines"
"6907","US","Hawaiian Airlines"
"6908","US","Horizon Air "
"6909","US","Horizon Air "
"6910","Asia","Japan Airlines"
"6911","Asia","Japan Airlines"
"6912","US","JetBlue Airways "
"6913","US","JetBlue Airways "
"6914","Europe","KLM Royal Dutch Airlines"
"6915","Europe","KLM Royal Dutch Airlines"
"6916","Asia","Korean Air Lines"
"6917","Asia","Korean Air Lines"
"6918","Europe","Lufthansa German Airlines"
"6919","Europe","Lufthansa German Airlines"
"6920","US","Mesa Airlines"
"6921","US","Mesa Airlines"
"6922","US","Mesaba Airlines"
"6923","US","Mesaba Airlines"
"6924","Mexico","Mexicana Airlines"
"6925","Mexico","Mexicana Airlines"
"6926","Europe","Pacific Aviation"
"6927","Europe","Pacific Aviation"
"6928","Asia","Philippine Airlines"
"6929","Asia","Philippine Airlines"
"6930","Australia / Oceania","Qantas Airways"
"6931","Australia / Oceania","Qantas Airways"
"6932","US","Republic Airlines"
"6933","US","Republic Airlines"
"6934","Asia","Singapore Airlines"
"6935","Asia","Singapore Airlines"
"6936","US","SkyWest Airlines"
"6937","US","SkyWest Airlines"
"6938","US","SkyWest Airlines"
"6939","US","SkyWest Airlines"
"6940","Canada","SkyWest Airlines"
"6941","Canada","SkyWest Airlines"
"6942","Canada","SkyWest Airlines"
"6943","US","Southwest Airlines"
"6944","US","Southwest Airlines"
"6945","US","Southwest Airlines"
"6946","US","Sun Country Airlines"
"6947","US","Sun Country Airlines"
"6948","Europe","Swiss International"
"6949","Europe","Swiss International"
"6950","Central America","TACA"
"6951","Central America","TACA"
"6952","US","US Airways"
"6953","US","US Airways"
"6954","US","United Airlines"
"6955","US","United Airlines"
"6956","US","United Airlines - Pre 07/01/2013"
"6957","US","United Airlines - Pre 07/01/2013"
"6958","US","United Airlines - Pre 07/01/2013"
"6959","US","United Airlines - Pre 07/01/2013"
"6960","US","United Airlines - Pre 07/01/2013"
"6961","US","United Airlines - Pre 07/01/2013"
"6962","US","United Airlines - Pre 07/01/2013"
"6963","US","United Airlines - Pre 07/01/2013"
"6964","Asia","United Airlines - Pre 07/01/2013"
"6965","Asia","United Airlines - Pre 07/01/2013"
"6966","Asia","United Airlines - Pre 07/01/2013"
"6967","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6968","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6969","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6970","Canada","United Airlines - Pre 07/01/2013"
"6971","Canada","United Airlines - Pre 07/01/2013"
"6972","Canada","United Airlines - Pre 07/01/2013"
"6973","Europe","United Airlines - Pre 07/01/2013"
"6974","Europe","United Airlines - Pre 07/01/2013"
"6975","Europe","United Airlines - Pre 07/01/2013"
"6976","Mexico","United Airlines - Pre 07/01/2013"
"6977","Mexico","United Airlines - Pre 07/01/2013"
"6978","Mexico","United Airlines - Pre 07/01/2013"
"6979","US","Virgin America"
"6980","US","Virgin America"
"6981","Canada","Virgin America"
"6982","Canada","Virgin America"
"6983","Europe","Virgin Atlantic"
"6984","Europe","Virgin Atlantic"
"6985","Canada","WestJet Airlines"
"6986","Canada","WestJet Airlines"
"6987","Mexico","Aeromexico"
"6988","Mexico","Aeromexico"
"6989","Europe","Air Berlin"
"6990","Europe","Air Berlin"
"6991","Canada","Air Canada "
"6992","Canada","Air Canada "
"6993","Asia","Air China"
"6994","Asia","Air China"
"6995","Europe","Air France"
"6996","Europe","Air France"
"6997","Australia / Oceania","Air New Zealand"
"6998","Australia / Oceania","Air New Zealand"
"6999","US","AirTran Airways"
"7000","US","AirTran Airways"
"7001","US","Alaska Airlines"
"7002","US","Alaska Airlines"
"7003","Mexico","Alaska Airlines"
"7004","Mexico","Alaska Airlines"
"7005","Asia","All Nippon Airways"
"7006","Asia","All Nippon Airways"
"7007","US","American Airlines"
"7008","US","American Airlines"
"7009","Asia","Asiana Airlines"
"7010","Asia","Asiana Airlines"
"7011","Europe","British Airways"
"7012","Europe","British Airways"
"7013","Asia","Cathay Pacific"
"7014","Asia","Cathay Pacific"
"7015","Asia","China Airlines"
"7016","Asia","China Airlines"
"7017","US","Delta Air Lines"
"7018","US","Delta Air Lines"
"7019","Asia","Delta Air Lines"
"7020","Asia","Delta Air Lines"
"7021","Asia","EVA Airways"
"7022","Asia","EVA Airways"
"7023","Middle East","Emirates "
"7024","Middle East","Emirates "
"7025","US","Frontier Airlines"
"7026","US","Frontier Airlines"
"7027","US","Hawaiian Airlines"
"7028","US","Hawaiian Airlines"
"7029","US","Horizon Air "
"7030","US","Horizon Air "
"7031","Asia","Japan Airlines"
"7032","Asia","Japan Airlines"
"7033","US","JetBlue Airways "
"7034","US","JetBlue Airways "
"7035","Europe","KLM Royal Dutch Airlines"
"7036","Europe","KLM Royal Dutch Airlines"
"7037","Asia","Korean Air Lines"
"7038","Asia","Korean Air Lines"
"7039","South America","LAN Peru"
"7040","South America","LAN Peru"
"7041","Europe","Lufthansa German Airlines"
"7042","Europe","Lufthansa German Airlines"
"7043","US","Mesa Airlines"
"7044","US","Mesa Airlines"
"7045","Mexico","Mexicana Airlines"
"7046","Mexico","Mexicana Airlines"
"7047","Asia","Philippine Airlines"
"7048","Asia","Philippine Airlines"
"7049","Australia / Oceania","Qantas Airways"
"7050","Australia / Oceania","Qantas Airways"
"7051","US","Republic Airlines"
"7052","US","Republic Airlines"
"7053","Asia","Singapore Airlines"
"7054","Asia","Singapore Airlines"
"7055","US","SkyWest Airlines"
"7056","US","SkyWest Airlines"
"7057","US","SkyWest Airlines"
"7058","US","SkyWest Airlines"
"7059","Canada","SkyWest Airlines"
"7060","Canada","SkyWest Airlines"
"7061","Canada","SkyWest Airlines"
"7062","US","Southwest Airlines"
"7063","US","Southwest Airlines"
"7064","US","Southwest Airlines"
"7065","US","Sun Country Airlines"
"7066","US","Sun Country Airlines"
"7067","Europe","Swiss International"
"7068","Europe","Swiss International"
"7069","Central America","TACA"
"7070","Central America","TACA"
"7071","US","US Airways"
"7072","US","US Airways"
"7073","US","United Airlines"
"7074","US","United Airlines"
"7075","US","United Airlines - Pre 07/01/2013"
"7076","US","United Airlines - Pre 07/01/2013"
"7077","US","United Airlines - Pre 07/01/2013"
"7078","US","United Airlines - Pre 07/01/2013"
"7079","US","United Airlines - Pre 07/01/2013"
"7080","US","United Airlines - Pre 07/01/2013"
"7081","US","United Airlines - Pre 07/01/2013"
"7082","US","United Airlines - Pre 07/01/2013"
"7083","Asia","United Airlines - Pre 07/01/2013"
"7084","Asia","United Airlines - Pre 07/01/2013"
"7085","Asia","United Airlines - Pre 07/01/2013"
"7086","Australia / Oceania","United Airlines - Pre 07/01/2013"
"7087","Australia / Oceania","United Airlines - Pre 07/01/2013"
"7088","Australia / Oceania","United Airlines - Pre 07/01/2013"
"7089","Canada","United Airlines - Pre 07/01/2013"
"7090","Canada","United Airlines - Pre 07/01/2013"
"7091","Canada","United Airlines - Pre 07/01/2013"
"7092","Europe","United Airlines - Pre 07/01/2013"
"7093","Europe","United Airlines - Pre 07/01/2013"
"7094","Europe","United Airlines - Pre 07/01/2013"
"7095","Mexico","United Airlines - Pre 07/01/2013"
"7096","Mexico","United Airlines - Pre 07/01/2013"
"7097","Mexico","United Airlines - Pre 07/01/2013"
"7098","US","Virgin America"
"7099","US","Virgin America"
"7100","Canada","Virgin America"
"7101","Canada","Virgin America"
"7102","Europe","Virgin Atlantic"
"7103","Europe","Virgin Atlantic"
"7104","Canada","WestJet Airlines"
"7105","Canada","WestJet Airlines"
"7106","Mexico","Aeromexico"
"7107","Mexico","Aeromexico"
"7108","Europe","Air Berlin"
"7109","Europe","Air Berlin"
"7110","Canada","Air Canada "
"7111","Canada","Air Canada "
"7112","Asia","Air China"
"7113","Asia","Air China"
"7114","Europe","Air France"
"7115","Europe","Air France"
"7116","Australia / Oceania","Air New Zealand"
"7117","Australia / Oceania","Air New Zealand"
"7118","US","AirTran Airways"
"7119","US","AirTran Airways"
"7120","US","Alaska Airlines"
"7121","US","Alaska Airlines"
"7122","Mexico","Alaska Airlines"
"7123","Mexico","Alaska Airlines"
"7124","Asia","All Nippon Airways"
"7125","Asia","All Nippon Airways"
"7126","US","American Airlines"
"7127","US","American Airlines"
"7128","Asia","Asiana Airlines"
"7129","Asia","Asiana Airlines"
"7130","Europe","British Airways"
"7131","Europe","British Airways"
"7132","Asia","Cathay Pacific"
"7133","Asia","Cathay Pacific"
"7134","Asia","China Airlines"
"7135","Asia","China Airlines"
"7136","US","Delta Air Lines"
"7137","US","Delta Air Lines"
"7138","Asia","Delta Air Lines"
"7139","Asia","Delta Air Lines"
"7140","Asia","EVA Airways"
"7141","Asia","EVA Airways"
"7142","Middle East","Emirates "
"7143","Middle East","Emirates "
"7144","US","Frontier Airlines"
"7145","US","Frontier Airlines"
"7146","US","Hawaiian Airlines"
"7147","US","Hawaiian Airlines"
"7148","US","Horizon Air "
"7149","US","Horizon Air "
"7150","Asia","Japan Airlines"
"7151","Asia","Japan Airlines"
"7152","US","JetBlue Airways "
"7153","US","JetBlue Airways "
"7154","Europe","KLM Royal Dutch Airlines"
"7155","Europe","KLM Royal Dutch Airlines"
"7156","Asia","Korean Air Lines"
"7157","Asia","Korean Air Lines"
"7158","South America","LAN Peru"
"7159","South America","LAN Peru"
"7160","Europe","Lufthansa German Airlines"
"7161","Europe","Lufthansa German Airlines"
"7162","US","Mesa Airlines"
"7163","US","Mesa Airlines"
"7164","US","Mesaba Airlines"
"7165","US","Mesaba Airlines"
"7166","Mexico","Mexicana Airlines"
"7167","Mexico","Mexicana Airlines"
"7168","Asia","Philippine Airlines"
"7169","Asia","Philippine Airlines"
"7170","Australia / Oceania","Qantas Airways"
"7171","Australia / Oceania","Qantas Airways"
"7172","US","Republic Airlines"
"7173","US","Republic Airlines"
"7174","US","Servisair"
"7175","US","Servisair"
"7176","Asia","Singapore Airlines"
"7177","Asia","Singapore Airlines"
"7178","US","SkyWest Airlines"
"7179","US","SkyWest Airlines"
"7180","US","SkyWest Airlines"
"7181","US","SkyWest Airlines"
"7182","Canada","SkyWest Airlines"
"7183","Canada","SkyWest Airlines"
"7184","Canada","SkyWest Airlines"
"7185","US","Southwest Airlines"
"7186","US","Southwest Airlines"
"7187","US","Southwest Airlines"
