"","GEO.Region","Operating.Airline"
"10526","US","Southwest Airlines"
"10527","US","Southwest Airlines"
"10528","US","Sun Country Airlines"
"10529","US","Sun Country Airlines"
"10530","Europe","Swiss International"
"10531","Europe","Swiss International"
"10532","Central America","TACA"
"10533","Central America","TACA"
"10534","US","US Airways"
"10535","US","US Airways"
"10536","US","United Airlines"
"10537","US","United Airlines"
"10538","US","United Airlines - Pre 07/01/2013"
"10539","US","United Airlines - Pre 07/01/2013"
"10540","US","United Airlines - Pre 07/01/2013"
"10541","US","United Airlines - Pre 07/01/2013"
"10542","US","United Airlines - Pre 07/01/2013"
"10543","Asia","United Airlines - Pre 07/01/2013"
"10544","Asia","United Airlines - Pre 07/01/2013"
"10545","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10546","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10547","Canada","United Airlines - Pre 07/01/2013"
"10548","Canada","United Airlines - Pre 07/01/2013"
"10549","Europe","United Airlines - Pre 07/01/2013"
"10550","Europe","United Airlines - Pre 07/01/2013"
"10551","Mexico","United Airlines - Pre 07/01/2013"
"10552","Mexico","United Airlines - Pre 07/01/2013"
"10553","US","Virgin America"
"10554","US","Virgin America"
"10555","Mexico","Virgin America"
"10556","Mexico","Virgin America"
"10557","Europe","Virgin Atlantic"
"10558","Europe","Virgin Atlantic"
"10559","Mexico","Aeromexico"
"10560","Mexico","Aeromexico"
"10561","Canada","Air Canada "
"10562","Canada","Air Canada "
"10563","Canada","Air Canada "
"10564","Canada","Air Canada "
"10565","Asia","Air China"
"10566","Asia","Air China"
"10567","Europe","Air France"
"10568","Europe","Air France"
"10569","Australia / Oceania","Air New Zealand"
"10570","Australia / Oceania","Air New Zealand"
"10571","US","AirTran Airways"
"10572","US","AirTran Airways"
"10573","US","Alaska Airlines"
"10574","US","Alaska Airlines"
"10575","US","Alaska Airlines"
"10576","US","Alaska Airlines"
"10577","Mexico","Alaska Airlines"
"10578","Mexico","Alaska Airlines"
"10579","Asia","All Nippon Airways"
"10580","Asia","All Nippon Airways"
"10581","US","American Airlines"
"10582","US","American Airlines"
"10583","Asia","Asiana Airlines"
"10584","Asia","Asiana Airlines"
"10585","Europe","British Airways"
"10586","Europe","British Airways"
"10587","Asia","Cathay Pacific"
"10588","Asia","Cathay Pacific"
"10589","Asia","China Airlines"
"10590","Asia","China Airlines"
"10591","US","Delta Air Lines"
"10592","US","Delta Air Lines"
"10593","Asia","Delta Air Lines"
"10594","Asia","Delta Air Lines"
"10595","Asia","EVA Airways"
"10596","Asia","EVA Airways"
"10597","Middle East","Emirates "
"10598","Middle East","Emirates "
"10599","Middle East","Emirates "
"10600","Middle East","Emirates "
"10601","US","Frontier Airlines"
"10602","US","Frontier Airlines"
"10603","US","Hawaiian Airlines"
"10604","US","Hawaiian Airlines"
"10605","US","Horizon Air "
"10606","US","Horizon Air "
"10607","Asia","Japan Airlines"
"10608","Asia","Japan Airlines"
"10609","US","JetBlue Airways "
"10610","US","JetBlue Airways "
"10611","Europe","KLM Royal Dutch Airlines"
"10612","Europe","KLM Royal Dutch Airlines"
"10613","Asia","Korean Air Lines"
"10614","Asia","Korean Air Lines"
"10615","South America","LAN Peru"
"10616","South America","LAN Peru"
"10617","Europe","Lufthansa German Airlines"
"10618","Europe","Lufthansa German Airlines"
"10619","Asia","Philippine Airlines"
"10620","Asia","Philippine Airlines"
"10621","Asia","Singapore Airlines"
"10622","Asia","Singapore Airlines"
"10623","US","SkyWest Airlines"
"10624","US","SkyWest Airlines"
"10625","US","SkyWest Airlines"
"10626","US","SkyWest Airlines"
"10627","US","SkyWest Airlines"
"10628","US","SkyWest Airlines"
"10629","Canada","SkyWest Airlines"
"10630","Canada","SkyWest Airlines"
"10631","Canada","SkyWest Airlines"
"10632","Canada","SkyWest Airlines"
"10633","Canada","SkyWest Airlines"
"10634","Canada","SkyWest Airlines"
"10635","US","Southwest Airlines"
"10636","US","Southwest Airlines"
"10637","US","Southwest Airlines"
"10638","US","Sun Country Airlines"
"10639","US","Sun Country Airlines"
"10640","Europe","Swiss International"
"10641","Europe","Swiss International"
"10642","Central America","TACA"
"10643","Central America","TACA"
"10644","US","US Airways"
"10645","US","US Airways"
"10646","US","United Airlines"
"10647","US","United Airlines"
"10648","US","United Airlines - Pre 07/01/2013"
"10649","US","United Airlines - Pre 07/01/2013"
"10650","US","United Airlines - Pre 07/01/2013"
"10651","US","United Airlines - Pre 07/01/2013"
"10652","US","United Airlines - Pre 07/01/2013"
"10653","Asia","United Airlines - Pre 07/01/2013"
"10654","Asia","United Airlines - Pre 07/01/2013"
"10655","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10656","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10657","Canada","United Airlines - Pre 07/01/2013"
"10658","Canada","United Airlines - Pre 07/01/2013"
"10659","Europe","United Airlines - Pre 07/01/2013"
"10660","Europe","United Airlines - Pre 07/01/2013"
"10661","Mexico","United Airlines - Pre 07/01/2013"
"10662","Mexico","United Airlines - Pre 07/01/2013"
"10663","US","Virgin America"
"10664","US","Virgin America"
"10665","Mexico","Virgin America"
"10666","Mexico","Virgin America"
"10667","Europe","Virgin Atlantic"
"10668","US","Horizon Air "
"10669","Europe","Virgin Atlantic"
"10670","Mexico","Aeromexico"
"10671","Mexico","Aeromexico"
"10672","Canada","Air Canada "
"10673","Canada","Air Canada "
"10674","Canada","Air Canada "
"10675","Canada","Air Canada "
"10676","Asia","Air China"
"10677","Asia","Air China"
"10678","Europe","Air France"
"10679","Europe","Air France"
"10680","Australia / Oceania","Air New Zealand"
"10681","Australia / Oceania","Air New Zealand"
"10682","US","AirTran Airways"
"10683","US","AirTran Airways"
"10684","US","Alaska Airlines"
"10685","US","Alaska Airlines"
"10686","US","Alaska Airlines"
"10687","US","Alaska Airlines"
"10688","Mexico","Alaska Airlines"
"10689","Mexico","Alaska Airlines"
"10690","Asia","All Nippon Airways"
"10691","Asia","All Nippon Airways"
"10692","US","American Airlines"
"10693","US","American Airlines"
"10694","Asia","Asiana Airlines"
"10695","Asia","Asiana Airlines"
"10696","Europe","British Airways"
"10697","Europe","British Airways"
"10698","Asia","Cathay Pacific"
"10699","Asia","Cathay Pacific"
"10700","Asia","China Airlines"
"10701","Asia","China Airlines"
"10702","US","Delta Air Lines"
"10703","US","Delta Air Lines"
"10704","Asia","Delta Air Lines"
"10705","Asia","Delta Air Lines"
"10706","Asia","EVA Airways"
"10707","Asia","EVA Airways"
"10708","Middle East","Emirates "
"10709","Middle East","Emirates "
"10710","US","Frontier Airlines"
"10711","US","Frontier Airlines"
"10712","US","Hawaiian Airlines"
"10713","US","Hawaiian Airlines"
"10714","US","Horizon Air "
"10715","US","Horizon Air "
"10716","Asia","Japan Airlines"
"10717","Asia","Japan Airlines"
"10718","US","JetBlue Airways "
"10719","US","JetBlue Airways "
"10720","Europe","KLM Royal Dutch Airlines"
"10721","Europe","KLM Royal Dutch Airlines"
"10722","Asia","Korean Air Lines"
"10723","Asia","Korean Air Lines"
"10724","South America","LAN Peru"
"10725","South America","LAN Peru"
"10726","Europe","Lufthansa German Airlines"
"10727","Europe","Lufthansa German Airlines"
"10728","Asia","Philippine Airlines"
"10729","Asia","Philippine Airlines"
"10730","Asia","Singapore Airlines"
"10731","Asia","Singapore Airlines"
"10732","US","SkyWest Airlines"
"10733","US","SkyWest Airlines"
"10734","US","SkyWest Airlines"
"10735","US","SkyWest Airlines"
"10736","US","SkyWest Airlines"
"10737","US","SkyWest Airlines"
"10738","Canada","SkyWest Airlines"
"10739","Canada","SkyWest Airlines"
"10740","Canada","SkyWest Airlines"
"10741","Canada","SkyWest Airlines"
"10742","Canada","SkyWest Airlines"
"10743","US","Southwest Airlines"
"10744","US","Southwest Airlines"
"10745","US","Southwest Airlines"
"10746","US","Sun Country Airlines"
"10747","US","Sun Country Airlines"
"10748","Europe","Swiss International"
"10749","Europe","Swiss International"
"10750","Central America","TACA"
"10751","Central America","TACA"
"10752","US","US Airways"
"10753","US","US Airways"
"10754","US","United Airlines"
"10755","US","United Airlines"
"10756","US","United Airlines"
"10757","US","United Airlines - Pre 07/01/2013"
"10758","US","United Airlines - Pre 07/01/2013"
"10759","US","United Airlines - Pre 07/01/2013"
"10760","US","United Airlines - Pre 07/01/2013"
"10761","US","United Airlines - Pre 07/01/2013"
"10762","Asia","United Airlines - Pre 07/01/2013"
"10763","Asia","United Airlines - Pre 07/01/2013"
"10764","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10765","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10766","Canada","United Airlines - Pre 07/01/2013"
"10767","Canada","United Airlines - Pre 07/01/2013"
"10768","Europe","United Airlines - Pre 07/01/2013"
"10769","Europe","United Airlines - Pre 07/01/2013"
"10770","Mexico","United Airlines - Pre 07/01/2013"
"10771","Mexico","United Airlines - Pre 07/01/2013"
"10772","US","Virgin America"
"10773","US","Virgin America"
"10774","Mexico","Virgin America"
"10775","Mexico","Virgin America"
"10776","Europe","Virgin Atlantic"
"10777","Europe","Virgin Atlantic"
"10778","Mexico","Aeromexico"
"10779","Mexico","Aeromexico"
"10780","Canada","Air Canada "
"10781","Canada","Air Canada "
"10782","Canada","Air Canada "
"10783","Canada","Air Canada "
"10784","Asia","Air China"
"10785","Asia","Air China"
"10786","Europe","Air France"
"10787","Europe","Air France"
"10788","Australia / Oceania","Air New Zealand"
"10789","Australia / Oceania","Air New Zealand"
"10790","US","AirTran Airways"
"10791","US","AirTran Airways"
"10792","US","Alaska Airlines"
"10793","US","Alaska Airlines"
"10794","US","Alaska Airlines"
"10795","US","Alaska Airlines"
"10796","Mexico","Alaska Airlines"
"10797","Mexico","Alaska Airlines"
"10798","Asia","All Nippon Airways"
"10799","Asia","All Nippon Airways"
"10800","US","American Airlines"
"10801","US","American Airlines"
"10802","Asia","Asiana Airlines"
"10803","Asia","Asiana Airlines"
"10804","Europe","British Airways"
"10805","Europe","British Airways"
"10806","Asia","Cathay Pacific"
"10807","Asia","Cathay Pacific"
"10808","Asia","China Airlines"
"10809","Asia","China Airlines"
"10810","Asia","China Eastern"
"10811","Asia","China Eastern"
"10812","US","Delta Air Lines"
"10813","US","Delta Air Lines"
"10814","Asia","Delta Air Lines"
"10815","Asia","Delta Air Lines"
"10816","Asia","EVA Airways"
"10817","Asia","EVA Airways"
"10818","Middle East","Emirates "
"10819","Middle East","Emirates "
"10820","US","Frontier Airlines"
"10821","US","Frontier Airlines"
"10822","US","Hawaiian Airlines"
"10823","US","Hawaiian Airlines"
"10824","US","Horizon Air "
"10825","US","Horizon Air "
"10826","Asia","Japan Airlines"
"10827","Asia","Japan Airlines"
"10828","US","JetBlue Airways "
"10829","US","JetBlue Airways "
"10830","Europe","KLM Royal Dutch Airlines"
"10831","Europe","KLM Royal Dutch Airlines"
"10832","Asia","Korean Air Lines"
"10833","Asia","Korean Air Lines"
"10834","South America","LAN Peru"
"10835","South America","LAN Peru"
"10836","Europe","Lufthansa German Airlines"
"10837","Europe","Lufthansa German Airlines"
"10838","Asia","Philippine Airlines"
"10839","Asia","Philippine Airlines"
"10840","Europe","SAS Airlines"
"10841","Europe","SAS Airlines"
"10842","US","Servisair"
"10843","US","Servisair"
"10844","Asia","Singapore Airlines"
"10845","Asia","Singapore Airlines"
"10846","US","SkyWest Airlines"
"10847","US","SkyWest Airlines"
"10848","US","SkyWest Airlines"
"10849","US","SkyWest Airlines"
"10850","US","SkyWest Airlines"
"10851","US","SkyWest Airlines"
"10852","Canada","SkyWest Airlines"
"10853","Canada","SkyWest Airlines"
"10854","Canada","SkyWest Airlines"
"10855","Canada","SkyWest Airlines"
"10856","Canada","SkyWest Airlines"
"10857","US","Southwest Airlines"
"10858","US","Southwest Airlines"
"10859","US","Southwest Airlines"
"10860","US","Sun Country Airlines"
"10861","US","Sun Country Airlines"
"10862","Europe","Swiss International"
"10863","Europe","Swiss International"
"10864","US","Swissport USA"
"10865","US","Swissport USA"
"10866","Central America","TACA"
"10867","Central America","TACA"
"10868","US","US Airways"
"10869","US","US Airways"
"10870","US","United Airlines"
"10871","US","United Airlines"
"10872","US","United Airlines - Pre 07/01/2013"
"10873","US","United Airlines - Pre 07/01/2013"
"10874","US","United Airlines - Pre 07/01/2013"
"10875","US","United Airlines - Pre 07/01/2013"
"10876","US","United Airlines - Pre 07/01/2013"
"10877","Asia","United Airlines - Pre 07/01/2013"
"10878","Asia","United Airlines - Pre 07/01/2013"
"10879","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10880","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10881","Canada","United Airlines - Pre 07/01/2013"
"10882","Canada","United Airlines - Pre 07/01/2013"
"10883","Europe","United Airlines - Pre 07/01/2013"
"10884","Europe","United Airlines - Pre 07/01/2013"
"10885","Mexico","United Airlines - Pre 07/01/2013"
"10886","Mexico","United Airlines - Pre 07/01/2013"
"10887","US","Virgin America"
"10888","US","Virgin America"
"10889","Mexico","Virgin America"
"10890","Mexico","Virgin America"
"10891","Europe","Virgin Atlantic"
"10892","Europe","Virgin Atlantic"
"10893","Canada","WestJet Airlines"
"10894","Canada","WestJet Airlines"
"10895","Mexico","Aeromexico"
"10896","Mexico","Aeromexico"
"10897","Canada","Air Canada "
"10898","Canada","Air Canada "
"10899","Canada","Air Canada "
"10900","Canada","Air Canada "
"10901","Asia","Air China"
"10902","Asia","Air China"
"10903","Europe","Air France"
"10904","Europe","Air France"
"10905","Australia / Oceania","Air New Zealand"
"10906","Australia / Oceania","Air New Zealand"
"10907","US","AirTran Airways"
"10908","US","AirTran Airways"
"10909","US","Alaska Airlines"
"10910","US","Alaska Airlines"
"10911","US","Alaska Airlines"
"10912","US","Alaska Airlines"
"10913","Mexico","Alaska Airlines"
"10914","Mexico","Alaska Airlines"
"10915","Mexico","Alaska Airlines"
"10916","Asia","All Nippon Airways"
"10917","Asia","All Nippon Airways"
"10918","US","American Airlines"
"10919","US","American Airlines"
"10920","Asia","Asiana Airlines"
"10921","Asia","Asiana Airlines"
"10922","Europe","British Airways"
"10923","Europe","British Airways"
"10924","Asia","Cathay Pacific"
"10925","Asia","Cathay Pacific"
"10926","Asia","China Airlines"
"10927","Asia","China Airlines"
"10928","Asia","China Eastern"
"10929","Asia","China Eastern"
"10930","US","Delta Air Lines"
"10931","US","Delta Air Lines"
"10932","Asia","Delta Air Lines"
"10933","Asia","Delta Air Lines"
"10934","Asia","EVA Airways"
"10935","Asia","EVA Airways"
"10936","Middle East","Emirates "
"10937","Middle East","Emirates "
"10938","US","Frontier Airlines"
"10939","US","Frontier Airlines"
"10940","US","Hawaiian Airlines"
"10941","US","Hawaiian Airlines"
"10942","US","Horizon Air "
"10943","US","Horizon Air "
"10944","Asia","Japan Airlines"
"10945","Asia","Japan Airlines"
"10946","US","JetBlue Airways "
"10947","US","JetBlue Airways "
"10948","Europe","KLM Royal Dutch Airlines"
"10949","Europe","KLM Royal Dutch Airlines"
"10950","Asia","Korean Air Lines"
"10951","Asia","Korean Air Lines"
"10952","South America","LAN Peru"
"10953","South America","LAN Peru"
"10954","Europe","Lufthansa German Airlines"
"10955","Europe","Lufthansa German Airlines"
"10956","Asia","Philippine Airlines"
"10957","Asia","Philippine Airlines"
"10958","Europe","SAS Airlines"
"10959","Europe","SAS Airlines"
"10960","Asia","Singapore Airlines"
"10961","Asia","Singapore Airlines"
"10962","US","SkyWest Airlines"
"10963","US","SkyWest Airlines"
"10964","US","SkyWest Airlines"
"10965","US","SkyWest Airlines"
"10966","US","SkyWest Airlines"
"10967","US","SkyWest Airlines"
"10968","Canada","SkyWest Airlines"
"10969","Canada","SkyWest Airlines"
"10970","Canada","SkyWest Airlines"
"10971","Canada","SkyWest Airlines"
"10972","Canada","SkyWest Airlines"
"10973","US","Southwest Airlines"
"10974","US","Southwest Airlines"
"10975","US","Southwest Airlines"
"10976","US","Sun Country Airlines"
"10977","US","Sun Country Airlines"
"10978","Europe","Swiss International"
"10979","Europe","Swiss International"
"10980","Europe","Swissport USA"
"10981","Europe","Swissport USA"
"10982","Central America","TACA"
"10983","Central America","TACA"
"10984","US","US Airways"
"10985","US","US Airways"
"10986","US","United Airlines"
"10987","US","United Airlines"
"10988","US","United Airlines - Pre 07/01/2013"
"10989","US","United Airlines - Pre 07/01/2013"
"10990","US","United Airlines - Pre 07/01/2013"
"10991","US","United Airlines - Pre 07/01/2013"
"10992","US","United Airlines - Pre 07/01/2013"
"10993","Asia","United Airlines - Pre 07/01/2013"
"10994","Asia","United Airlines - Pre 07/01/2013"
"10995","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10996","Australia / Oceania","United Airlines - Pre 07/01/2013"
"10997","Canada","United Airlines - Pre 07/01/2013"
"10998","Canada","United Airlines - Pre 07/01/2013"
"10999","Europe","United Airlines - Pre 07/01/2013"
"11000","Europe","United Airlines - Pre 07/01/2013"
"11001","Mexico","United Airlines - Pre 07/01/2013"
"11002","Mexico","United Airlines - Pre 07/01/2013"
"11003","US","Virgin America"
"11004","US","Virgin America"
"11005","Mexico","Virgin America"
"11006","Mexico","Virgin America"
"11007","Europe","Virgin Atlantic"
"11008","Europe","Virgin Atlantic"
"11009","Canada","WestJet Airlines"
"11010","Canada","WestJet Airlines"
"11011","Mexico","Aeromexico"
"11012","Mexico","Aeromexico"
"11013","Canada","Air Canada "
"11014","Canada","Air Canada "
"11015","Canada","Air Canada "
"11016","Canada","Air Canada "
"11017","Asia","Air China"
"11018","Asia","Air China"
"11019","Asia","Air China"
"11020","Europe","Air France"
"11021","Europe","Air France"
"11022","Australia / Oceania","Air New Zealand"
"11023","Australia / Oceania","Air New Zealand"
"11024","US","AirTran Airways"
"11025","US","AirTran Airways"
"11026","US","Alaska Airlines"
"11027","US","Alaska Airlines"
"11028","US","Alaska Airlines"
"11029","US","Alaska Airlines"
"11030","Mexico","Alaska Airlines"
"11031","Mexico","Alaska Airlines"
"11032","Asia","All Nippon Airways"
"11033","Asia","All Nippon Airways"
"11034","US","American Airlines"
"11035","US","American Airlines"
"11036","Asia","Asiana Airlines"
"11037","Asia","Asiana Airlines"
"11038","Europe","British Airways"
"11039","Europe","British Airways"
"11040","Asia","Cathay Pacific"
"11041","Asia","Cathay Pacific"
"11042","Asia","China Airlines"
"11043","Asia","China Airlines"
"11044","Asia","China Eastern"
"11045","Asia","China Eastern"
"11046","US","Delta Air Lines"
"11047","US","Delta Air Lines"
"11048","Asia","Delta Air Lines"
"11049","Asia","Delta Air Lines"
"11050","Asia","EVA Airways"
"11051","Asia","EVA Airways"
"11052","Middle East","Emirates "
"11053","Middle East","Emirates "
"11054","US","Frontier Airlines"
"11055","US","Frontier Airlines"
"11056","US","Hawaiian Airlines"
"11057","US","Hawaiian Airlines"
"11058","Asia","Japan Airlines"
"11059","Asia","Japan Airlines"
"11060","US","JetBlue Airways "
"11061","US","JetBlue Airways "
"11062","Europe","KLM Royal Dutch Airlines"
"11063","Europe","KLM Royal Dutch Airlines"
"11064","Asia","Korean Air Lines"
"11065","Asia","Korean Air Lines"
"11066","South America","LAN Peru"
"11067","South America","LAN Peru"
"11068","Europe","Lufthansa German Airlines"
"11069","Europe","Lufthansa German Airlines"
"11070","Asia","Philippine Airlines"
"11071","Asia","Philippine Airlines"
"11072","Europe","SAS Airlines"
"11073","Europe","SAS Airlines"
"11074","Asia","Singapore Airlines"
"11075","Asia","Singapore Airlines"
"11076","US","SkyWest Airlines"
"11077","US","SkyWest Airlines"
"11078","US","SkyWest Airlines"
"11079","US","SkyWest Airlines"
"11080","US","SkyWest Airlines"
"11081","US","SkyWest Airlines"
"11082","Canada","SkyWest Airlines"
"11083","Canada","SkyWest Airlines"
"11084","Canada","SkyWest Airlines"
"11085","Canada","SkyWest Airlines"
"11086","Canada","SkyWest Airlines"
"11087","US","Southwest Airlines"
"11088","US","Southwest Airlines"
"11089","US","Southwest Airlines"
"11090","US","Sun Country Airlines"
"11091","US","Sun Country Airlines"
"11092","Europe","Swiss International"
"11093","Europe","Swiss International"
"11094","Central America","TACA"
"11095","Central America","TACA"
"11096","US","US Airways"
"11097","US","US Airways"
"11098","US","United Airlines"
"11099","US","United Airlines"
"11100","US","United Airlines - Pre 07/01/2013"
"11101","US","United Airlines - Pre 07/01/2013"
"11102","US","United Airlines - Pre 07/01/2013"
"11103","US","United Airlines - Pre 07/01/2013"
"11104","US","United Airlines - Pre 07/01/2013"
"11105","Asia","United Airlines - Pre 07/01/2013"
"11106","Asia","United Airlines - Pre 07/01/2013"
"11107","Australia / Oceania","United Airlines - Pre 07/01/2013"
"11108","Australia / Oceania","United Airlines - Pre 07/01/2013"
"11109","Canada","United Airlines - Pre 07/01/2013"
"11110","Canada","United Airlines - Pre 07/01/2013"
"11111","Europe","United Airlines - Pre 07/01/2013"
"11112","Europe","United Airlines - Pre 07/01/2013"
"11113","Mexico","United Airlines - Pre 07/01/2013"
"11114","Mexico","United Airlines - Pre 07/01/2013"
"11115","US","Virgin America"
"11116","US","Virgin America"
"11117","Mexico","Virgin America"
"11118","Mexico","Virgin America"
"11119","Europe","Virgin Atlantic"
"11120","Europe","Virgin Atlantic"
"11121","Canada","WestJet Airlines"
"11122","Canada","WestJet Airlines"
"11123","Europe","XL Airways France"
"11124","Europe","XL Airways France"
"11125","Europe","XL Airways France"
"11126","Mexico","Aeromexico"
"11127","Mexico","Aeromexico"
"11128","Canada","Air Canada "
"11129","Canada","Air Canada "
"11130","Canada","Air Canada "
"11131","Canada","Air Canada "
"11132","Asia","Air China"
"11133","Asia","Air China"
"11134","Europe","Air France"
"11135","Europe","Air France"
"11136","Australia / Oceania","Air New Zealand"
"11137","Australia / Oceania","Air New Zealand"
"11138","US","AirTran Airways"
"11139","US","AirTran Airways"
"11140","US","Alaska Airlines"
"11141","US","Alaska Airlines"
"11142","US","Alaska Airlines"
"11143","US","Alaska Airlines"
"11144","Mexico","Alaska Airlines"
"11145","Mexico","Alaska Airlines"
"11146","Mexico","Alaska Airlines"
"11147","Asia","All Nippon Airways"
"11148","Asia","All Nippon Airways"
"11149","US","American Airlines"
"11150","US","American Airlines"
"11151","Asia","Asiana Airlines"
"11152","Asia","Asiana Airlines"
"11153","Europe","British Airways"
"11154","Europe","British Airways"
"11155","Asia","Cathay Pacific"
"11156","Asia","Cathay Pacific"
"11157","Asia","China Airlines"
"11158","Asia","China Airlines"
"11159","Asia","China Eastern"
"11160","Asia","China Eastern"
"11161","US","Delta Air Lines"
"11162","US","Delta Air Lines"
"11163","Asia","Delta Air Lines"
"11164","Asia","Delta Air Lines"
"11165","Asia","EVA Airways"
"11166","Asia","EVA Airways"
"11167","Middle East","Emirates "
"11168","Middle East","Emirates "
"11169","US","Frontier Airlines"
"11170","US","Frontier Airlines"
"11171","US","Hawaiian Airlines"
"11172","US","Hawaiian Airlines"
"11173","US","Horizon Air "
"11174","US","Horizon Air "
"11175","Asia","Japan Airlines"
"11176","Asia","Japan Airlines"
"11177","US","JetBlue Airways "
"11178","US","JetBlue Airways "
"11179","Europe","KLM Royal Dutch Airlines"
"11180","Europe","KLM Royal Dutch Airlines"
"11181","Asia","Korean Air Lines"
"11182","Asia","Korean Air Lines"
"11183","South America","LAN Peru"
"11184","South America","LAN Peru"
"11185","Europe","Lufthansa German Airlines"
"11186","Europe","Lufthansa German Airlines"
"11187","Asia","Philippine Airlines"
"11188","Asia","Philippine Airlines"
"11189","Europe","SAS Airlines"
"11190","Europe","SAS Airlines"
"11191","Asia","Singapore Airlines"
"11192","Asia","Singapore Airlines"
"11193","US","SkyWest Airlines"
"11194","US","SkyWest Airlines"
"11195","US","SkyWest Airlines"
"11196","US","SkyWest Airlines"
"11197","US","SkyWest Airlines"
"11198","US","SkyWest Airlines"
"11199","Canada","SkyWest Airlines"
"11200","Canada","SkyWest Airlines"
"11201","Canada","SkyWest Airlines"
"11202","Canada","SkyWest Airlines"
"11203","Canada","SkyWest Airlines"
"11204","US","Southwest Airlines"
"11205","US","Southwest Airlines"
"11206","US","Southwest Airlines"
"11207","US","Sun Country Airlines"
"11208","US","Sun Country Airlines"
"11209","Europe","Swiss International"
"11210","Europe","Swiss International"
"11211","Europe","Swissport USA"
"11212","Europe","Swissport USA"
"11213","Central America","TACA"
"11214","Central America","TACA"
"11215","US","US Airways"
"11216","US","US Airways"
"11217","US","United Airlines"
"11218","US","United Airlines"
"11219","US","United Airlines"
"11220","US","United Airlines"
"11221","US","United Airlines"
"11222","Asia","United Airlines"
"11223","Asia","United Airlines"
"11224","Australia / Oceania","United Airlines"
"11225","Australia / Oceania","United Airlines"
"11226","Canada","United Airlines"
"11227","Canada","United Airlines"
"11228","Europe","United Airlines"
"11229","Europe","United Airlines"
"11230","Mexico","United Airlines"
"11231","Mexico","United Airlines"
"11232","US","Virgin America"
"11233","US","Virgin America"
"11234","Mexico","Virgin America"
"11235","Mexico","Virgin America"
"11236","Europe","Virgin Atlantic"
"11237","Europe","Virgin Atlantic"
"11238","Canada","WestJet Airlines"
"11239","Canada","WestJet Airlines"
"11240","Europe","XL Airways France"
"11241","Europe","XL Airways France"
"11242","Mexico","Aeromexico"
"11243","Mexico","Aeromexico"
"11244","Canada","Air Canada "
"11245","Canada","Air Canada "
"11246","Canada","Air Canada "
"11247","Canada","Air Canada "
"11248","Asia","Air China"
"11249","Asia","Air China"
"11250","Europe","Air France"
"11251","Europe","Air France"
"11252","Australia / Oceania","Air New Zealand"
"11253","Australia / Oceania","Air New Zealand"
"11254","US","AirTran Airways"
"11255","US","AirTran Airways"
"11256","US","Alaska Airlines"
"11257","US","Alaska Airlines"
"11258","US","Alaska Airlines"
"11259","US","Alaska Airlines"
"11260","Mexico","Alaska Airlines"
"11261","Mexico","Alaska Airlines"
"11262","Asia","All Nippon Airways"
"11263","Asia","All Nippon Airways"
"11264","US","American Airlines"
"11265","US","American Airlines"
"11266","Asia","Asiana Airlines"
"11267","Asia","Asiana Airlines"
"11268","Europe","British Airways"
"11269","Europe","British Airways"
"11270","Asia","Cathay Pacific"
"11271","Asia","Cathay Pacific"
"11272","Asia","China Airlines"
"11273","Asia","China Airlines"
"11274","Asia","China Eastern"
"11275","Asia","China Eastern"
"11276","US","Delta Air Lines"
"11277","US","Delta Air Lines"
"11278","Asia","Delta Air Lines"
"11279","Asia","Delta Air Lines"
"11280","Asia","EVA Airways"
"11281","Asia","EVA Airways"
"11282","Middle East","Emirates "
"11283","Middle East","Emirates "
"11284","US","Frontier Airlines"
"11285","US","Frontier Airlines"
"11286","US","Hawaiian Airlines"
"11287","US","Hawaiian Airlines"
"11288","US","Horizon Air "
"11289","US","Horizon Air "
"11290","Asia","Japan Airlines"
"11291","Asia","Japan Airlines"
"11292","US","JetBlue Airways "
"11293","US","JetBlue Airways "
"11294","Europe","KLM Royal Dutch Airlines"
"11295","Europe","KLM Royal Dutch Airlines"
"11296","Asia","Korean Air Lines"
"11297","Asia","Korean Air Lines"
"11298","South America","LAN Peru"
"11299","South America","LAN Peru"
"11300","Europe","Lufthansa German Airlines"
"11301","Europe","Lufthansa German Airlines"
"11302","Asia","Philippine Airlines"
"11303","Asia","Philippine Airlines"
"11304","Europe","SAS Airlines"
"11305","Europe","SAS Airlines"
"11306","Asia","Singapore Airlines"
"11307","Asia","Singapore Airlines"
"11308","US","SkyWest Airlines"
"11309","US","SkyWest Airlines"
"11310","US","SkyWest Airlines"
"11311","US","SkyWest Airlines"
"11312","US","SkyWest Airlines"
"11313","US","SkyWest Airlines"
"11314","Canada","SkyWest Airlines"
"11315","Canada","SkyWest Airlines"
"11316","Canada","SkyWest Airlines"
"11317","Canada","SkyWest Airlines"
"11318","Canada","SkyWest Airlines"
"11319","US","Southwest Airlines"
"11320","US","Southwest Airlines"
"11321","US","Southwest Airlines"
"11322","US","Sun Country Airlines"
