"","GEO.Summary","Operating.Airline"
"4759","International","TACA"
"4760","International","TACA"
"4761","Domestic","US Airways"
"4762","Domestic","US Airways"
"4763","Domestic","United Airlines"
"4764","Domestic","United Airlines"
"4765","Domestic","United Airlines - Pre 07/01/2013"
"4766","Domestic","United Airlines - Pre 07/01/2013"
"4767","Domestic","United Airlines - Pre 07/01/2013"
"4768","Domestic","United Airlines - Pre 07/01/2013"
"4769","Domestic","United Airlines - Pre 07/01/2013"
"4770","Domestic","United Airlines - Pre 07/01/2013"
"4771","Domestic","United Airlines - Pre 07/01/2013"
"4772","Domestic","United Airlines - Pre 07/01/2013"
"4773","Domestic","United Airlines - Pre 07/01/2013"
"4774","Domestic","United Airlines - Pre 07/01/2013"
"4775","International","United Airlines - Pre 07/01/2013"
"4776","International","United Airlines - Pre 07/01/2013"
"4777","International","United Airlines - Pre 07/01/2013"
"4778","International","United Airlines - Pre 07/01/2013"
"4779","International","United Airlines - Pre 07/01/2013"
"4780","International","United Airlines - Pre 07/01/2013"
"4781","International","United Airlines - Pre 07/01/2013"
"4782","International","United Airlines - Pre 07/01/2013"
"4783","International","United Airlines - Pre 07/01/2013"
"4784","International","United Airlines - Pre 07/01/2013"
"4785","International","United Airlines - Pre 07/01/2013"
"4786","International","United Airlines - Pre 07/01/2013"
"4787","International","United Airlines - Pre 07/01/2013"
"4788","International","United Airlines - Pre 07/01/2013"
"4789","Domestic","Virgin America"
"4790","Domestic","Virgin America"
"4791","International","Virgin Atlantic"
"4792","International","Virgin Atlantic"
"4793","International","Aer Lingus"
"4794","International","Aer Lingus"
"4795","International","Air Canada "
"4796","International","Air Canada "
"4797","International","Air China"
"4798","International","Air China"
"4799","International","Air France"
"4800","International","Air France"
"4801","International","Air New Zealand"
"4802","International","Air New Zealand"
"4803","Domestic","AirTran Airways"
"4804","Domestic","AirTran Airways"
"4805","Domestic","Alaska Airlines"
"4806","Domestic","Alaska Airlines"
"4807","International","Alaska Airlines"
"4808","International","Alaska Airlines"
"4809","International","All Nippon Airways"
"4810","International","All Nippon Airways"
"4811","Domestic","Allegiant Air"
"4812","Domestic","Allegiant Air"
"4813","Domestic","American Airlines"
"4814","Domestic","American Airlines"
"4815","Domestic","American Eagle Airlines"
"4816","Domestic","American Eagle Airlines"
"4817","International","Asiana Airlines"
"4818","International","Asiana Airlines"
"4819","International","British Airways"
"4820","International","British Airways"
"4821","International","Cathay Pacific"
"4822","International","Cathay Pacific"
"4823","International","China Airlines"
"4824","International","China Airlines"
"4825","Domestic","Delta Air Lines"
"4826","Domestic","Delta Air Lines"
"4827","International","EVA Airways"
"4828","International","EVA Airways"
"4829","International","Emirates "
"4830","International","Emirates "
"4831","Domestic","Frontier Airlines"
"4832","Domestic","Frontier Airlines"
"4833","Domestic","Hawaiian Airlines"
"4834","Domestic","Hawaiian Airlines"
"4835","Domestic","Horizon Air "
"4836","Domestic","Horizon Air "
"4837","International","Japan Airlines"
"4838","International","Japan Airlines"
"4839","International","Japan Airlines"
"4840","International","Jet Airways"
"4841","International","Jet Airways"
"4842","Domestic","JetBlue Airways "
"4843","Domestic","JetBlue Airways "
"4844","International","KLM Royal Dutch Airlines"
"4845","International","KLM Royal Dutch Airlines"
"4846","International","Korean Air Lines"
"4847","International","Korean Air Lines"
"4848","International","Lufthansa German Airlines"
"4849","International","Lufthansa German Airlines"
"4850","International","Mexicana Airlines"
"4851","International","Mexicana Airlines"
"4852","Domestic","Midwest Airlines"
"4853","Domestic","Midwest Airlines"
"4854","Domestic","Northwest Airlines"
"4855","Domestic","Northwest Airlines"
"4856","Domestic","Northwest Airlines"
"4857","International","Northwest Airlines"
"4858","International","Northwest Airlines"
"4859","International","Northwest Airlines"
"4860","International","Philippine Airlines"
"4861","International","Philippine Airlines"
"4862","International","Qantas Airways"
"4863","International","Qantas Airways"
"4864","International","Singapore Airlines"
"4865","International","Singapore Airlines"
"4866","Domestic","SkyWest Airlines"
"4867","Domestic","SkyWest Airlines"
"4868","Domestic","SkyWest Airlines"
"4869","Domestic","SkyWest Airlines"
"4870","International","SkyWest Airlines"
"4871","International","SkyWest Airlines"
"4872","International","SkyWest Airlines"
"4873","Domestic","Southwest Airlines"
"4874","Domestic","Southwest Airlines"
"4875","Domestic","Sun Country Airlines"
"4876","Domestic","Sun Country Airlines"
"4877","International","TACA"
"4878","International","TACA"
"4879","Domestic","US Airways"
"4880","Domestic","US Airways"
"4881","Domestic","United Airlines"
"4882","Domestic","United Airlines"
"4883","Domestic","United Airlines - Pre 07/01/2013"
"4884","Domestic","United Airlines - Pre 07/01/2013"
"4885","Domestic","United Airlines - Pre 07/01/2013"
"4886","Domestic","United Airlines - Pre 07/01/2013"
"4887","Domestic","United Airlines - Pre 07/01/2013"
"4888","Domestic","United Airlines - Pre 07/01/2013"
"4889","Domestic","United Airlines - Pre 07/01/2013"
"4890","Domestic","United Airlines - Pre 07/01/2013"
"4891","Domestic","United Airlines - Pre 07/01/2013"
"4892","Domestic","United Airlines - Pre 07/01/2013"
"4893","International","United Airlines - Pre 07/01/2013"
"4894","International","United Airlines - Pre 07/01/2013"
"4895","International","United Airlines - Pre 07/01/2013"
"4896","International","United Airlines - Pre 07/01/2013"
"4897","International","United Airlines - Pre 07/01/2013"
"4898","International","United Airlines - Pre 07/01/2013"
"4899","International","United Airlines - Pre 07/01/2013"
"4900","International","United Airlines - Pre 07/01/2013"
"4901","International","United Airlines - Pre 07/01/2013"
"4902","International","United Airlines - Pre 07/01/2013"
"4903","International","United Airlines - Pre 07/01/2013"
"4904","International","United Airlines - Pre 07/01/2013"
"4905","International","United Airlines - Pre 07/01/2013"
"4906","International","United Airlines - Pre 07/01/2013"
"4907","Domestic","Virgin America"
"4908","Domestic","Virgin America"
"4909","International","Virgin Atlantic"
"4910","International","Virgin Atlantic"
"4911","International","Aer Lingus"
"4912","International","Aer Lingus"
"4913","International","Air Canada "
"4914","International","Air Canada "
"4915","International","Air China"
"4916","International","Air China"
"4917","International","Air France"
"4918","International","Air France"
"4919","International","Air New Zealand"
"4920","International","Air New Zealand"
"4921","Domestic","AirTran Airways"
"4922","Domestic","AirTran Airways"
"4923","Domestic","Alaska Airlines"
"4924","Domestic","Alaska Airlines"
"4925","International","Alaska Airlines"
"4926","International","Alaska Airlines"
"4927","International","All Nippon Airways"
"4928","International","All Nippon Airways"
"4929","Domestic","Allegiant Air"
"4930","Domestic","Allegiant Air"
"4931","Domestic","American Airlines"
"4932","Domestic","American Airlines"
"4933","Domestic","American Eagle Airlines"
"4934","Domestic","American Eagle Airlines"
"4935","International","Asiana Airlines"
"4936","International","Asiana Airlines"
"4937","International","British Airways"
"4938","International","British Airways"
"4939","International","Cathay Pacific"
"4940","International","Cathay Pacific"
"4941","International","China Airlines"
"4942","International","China Airlines"
"4943","Domestic","Delta Air Lines"
"4944","Domestic","Delta Air Lines"
"4945","International","EVA Airways"
"4946","International","EVA Airways"
"4947","International","Emirates "
"4948","International","Emirates "
"4949","Domestic","Frontier Airlines"
"4950","Domestic","Frontier Airlines"
"4951","Domestic","Hawaiian Airlines"
"4952","Domestic","Hawaiian Airlines"
"4953","Domestic","Horizon Air "
"4954","Domestic","Horizon Air "
"4955","International","Japan Airlines"
"4956","International","Japan Airlines"
"4957","International","Jet Airways"
"4958","International","Jet Airways"
"4959","Domestic","JetBlue Airways "
"4960","Domestic","JetBlue Airways "
"4961","International","KLM Royal Dutch Airlines"
"4962","International","KLM Royal Dutch Airlines"
"4963","International","Korean Air Lines"
"4964","International","Korean Air Lines"
"4965","International","Lufthansa German Airlines"
"4966","International","Lufthansa German Airlines"
"4967","International","Mexicana Airlines"
"4968","International","Mexicana Airlines"
"4969","Domestic","Midwest Airlines"
"4970","Domestic","Midwest Airlines"
"4971","Domestic","Northwest Airlines"
"4972","Domestic","Northwest Airlines"
"4973","Domestic","Northwest Airlines"
"4974","International","Northwest Airlines"
"4975","International","Northwest Airlines"
"4976","International","Philippine Airlines"
"4977","International","Philippine Airlines"
"4978","International","Qantas Airways"
"4979","International","Qantas Airways"
"4980","International","Singapore Airlines"
"4981","International","Singapore Airlines"
"4982","Domestic","SkyWest Airlines"
"4983","Domestic","SkyWest Airlines"
"4984","Domestic","SkyWest Airlines"
"4985","Domestic","SkyWest Airlines"
"4986","International","SkyWest Airlines"
"4987","International","SkyWest Airlines"
"4988","International","SkyWest Airlines"
"4989","Domestic","Southwest Airlines"
"4990","Domestic","Southwest Airlines"
"4991","Domestic","Southwest Airlines"
"4992","Domestic","Sun Country Airlines"
"4993","Domestic","Sun Country Airlines"
"4994","International","TACA"
"4995","International","TACA"
"4996","Domestic","US Airways"
"4997","Domestic","US Airways"
"4998","Domestic","United Airlines"
"4999","Domestic","United Airlines"
"5000","Domestic","United Airlines - Pre 07/01/2013"
"5001","Domestic","United Airlines - Pre 07/01/2013"
"5002","Domestic","United Airlines - Pre 07/01/2013"
"5003","Domestic","United Airlines - Pre 07/01/2013"
"5004","Domestic","United Airlines - Pre 07/01/2013"
"5005","Domestic","United Airlines - Pre 07/01/2013"
"5006","International","Air China"
"5007","Domestic","United Airlines - Pre 07/01/2013"
"5008","Domestic","United Airlines - Pre 07/01/2013"
"5009","International","United Airlines - Pre 07/01/2013"
"5010","International","United Airlines - Pre 07/01/2013"
"5011","International","United Airlines - Pre 07/01/2013"
"5012","International","United Airlines - Pre 07/01/2013"
"5013","International","United Airlines - Pre 07/01/2013"
"5014","International","United Airlines - Pre 07/01/2013"
"5015","International","United Airlines - Pre 07/01/2013"
"5016","International","United Airlines - Pre 07/01/2013"
"5017","International","United Airlines - Pre 07/01/2013"
"5018","International","United Airlines - Pre 07/01/2013"
"5019","International","United Airlines - Pre 07/01/2013"
"5020","International","United Airlines - Pre 07/01/2013"
"5021","International","United Airlines - Pre 07/01/2013"
"5022","International","United Airlines - Pre 07/01/2013"
"5023","Domestic","Virgin America"
"5024","Domestic","Virgin America"
"5025","International","Virgin Atlantic"
"5026","International","Virgin Atlantic"
"5027","International","Aer Lingus"
"5028","International","Aer Lingus"
"5029","International","Aeromexico"
"5030","International","Aeromexico"
"5031","International","Air Canada "
"5032","International","Air Canada "
"5033","International","Air China"
"5034","International","Air China"
"5035","International","Air France"
"5036","International","Air France"
"5037","International","Air New Zealand"
"5038","International","Air New Zealand"
"5039","Domestic","AirTran Airways"
"5040","Domestic","AirTran Airways"
"5041","Domestic","Alaska Airlines"
"5042","Domestic","Alaska Airlines"
"5043","International","Alaska Airlines"
"5044","International","Alaska Airlines"
"5045","International","All Nippon Airways"
"5046","International","All Nippon Airways"
"5047","Domestic","American Airlines"
"5048","Domestic","American Airlines"
"5049","Domestic","American Eagle Airlines"
"5050","Domestic","American Eagle Airlines"
"5051","International","Asiana Airlines"
"5052","International","Asiana Airlines"
"5053","International","British Airways"
"5054","International","British Airways"
"5055","International","Cathay Pacific"
"5056","International","Cathay Pacific"
"5057","International","China Airlines"
"5058","International","China Airlines"
"5059","Domestic","Delta Air Lines"
"5060","Domestic","Delta Air Lines"
"5061","International","EVA Airways"
"5062","International","EVA Airways"
"5063","International","Emirates "
"5064","International","Emirates "
"5065","Domestic","Frontier Airlines"
"5066","Domestic","Frontier Airlines"
"5067","Domestic","Hawaiian Airlines"
"5068","Domestic","Hawaiian Airlines"
"5069","Domestic","Horizon Air "
"5070","Domestic","Horizon Air "
"5071","International","Japan Airlines"
"5072","International","Japan Airlines"
"5073","Domestic","JetBlue Airways "
"5074","Domestic","JetBlue Airways "
"5075","International","KLM Royal Dutch Airlines"
"5076","International","KLM Royal Dutch Airlines"
"5077","International","Korean Air Lines"
"5078","International","Korean Air Lines"
"5079","International","Lufthansa German Airlines"
"5080","International","Lufthansa German Airlines"
